2019-01-17 23:00:00 -0800,guides.github.com,No Details,Software Development,General,3
2019-01-17 23:00:00 -0800,en.wikipedia.org,No Details,Reference & Learning,General,3
2019-01-17 23:00:00 -0800,github.com,Your Actions - Google Chrome,Software Development,General,3
2019-01-17 23:00:00 -0800,netflix.com,Netflix - Google Chrome,Entertainment,Video,3
2019-01-17 23:00:00 -0800,mail.google.com,Gmail - Google Chrome,Communication & Scheduling,Email,3
2019-01-17 23:00:00 -0800,google.com,celio - Recherche Google - Google Chrome,Reference & Learning,Search,3
2019-01-17 23:00:00 -0800,c:,abouabda-cvfr.pdf - Google Chrome,Utilities,General,2
2019-01-17 23:00:00 -0800,facebook.com,Sans titre - Google Chrome,Social Networking,General,2
2019-01-17 23:00:00 -0800,github.com,Learn javascript in Y Minutes - Google Chrome,Software Development,General,2
2019-01-17 23:00:00 -0800,c:,The_dynamics_of_collective_sorting_robot-like_ants (1).pdf - Google Chrome,Utilities,General,2
2019-01-17 23:00:00 -0800,google.com,Ergot - Wikipedia - Google Chrome,Reference & Learning,Search,2
2019-01-17 23:00:00 -0800,rescuetime.com,RescueTime - Referrals - Google Chrome,Business,Intelligence,2
2019-01-17 23:00:00 -0800,chrome.google.com,Ergot - Wikipedia - Google Chrome,Shopping,General,2
2019-01-17 23:00:00 -0800,web.archive.org,Inside look at modern web browser (part 1)  |  Web  |  Google Developers - Google Chrome,Reference & Learning,Search,2
2019-01-17 23:00:00 -0800,developers.google.com,Sans titre - Google Chrome,Software Development,General,2
2019-01-17 23:00:00 -0800,leagueclient,No Details,Entertainment,Games,2
2019-01-17 23:00:00 -0800,github.com,Inside look at modern web browser (part 1)  |  Web  |  Google Developers - Google Chrome,Software Development,General,2
2019-01-17 23:00:00 -0800,rescuetime.com,L'extension RescueTime for Chrome and Chrome OS a été ajoutée à Chrome,Business,Intelligence,2
2019-01-17 23:00:00 -0800,google.com,The dynamics of collective sorting robot-like ants and ant-like robots - Recherche Google - Google Chrome,Reference & Learning,Search,1
2019-01-17 23:00:00 -0800,newtab,Zimbra - Google Chrome,Utilities,Browsers,1
2019-01-17 23:00:00 -0800,dwm,Nouvel onglet - Google Chrome (Ne répond pas),Utilities,General,1
2019-01-17 23:00:00 -0800,github.com,The_dynamics_of_collective_sorting_robot-like_ants (1).pdf - Google Chrome,Software Development,General,1
2019-01-17 23:00:00 -0800,developers.google.com,Netflix - Google Chrome,Software Development,General,1
2019-01-17 23:00:00 -0800,en.wikipedia.org,The dynamics of collective sorting robot-like ants and ant-like robots - Recherche Google - Google Chrome,Reference & Learning,General,1
2019-01-17 23:00:00 -0800,en.wikipedia.org,LyonDataViz/MOS5.5-Dataviz - Google Chrome,Reference & Learning,General,1
2019-01-18 00:00:00 -0800,league of legends,League of Legends (TM) Client,Entertainment,Games,3092
2019-01-18 00:00:00 -0800,leagueclientux,No Details,Entertainment,Games,189
2019-01-18 00:00:00 -0800,learnxinyminutes.com,No Details,Reference & Learning,Engineering & Technology,95
2019-01-18 00:00:00 -0800,facebook.com,Facebook - Google Chrome,Social Networking,General,95
2019-01-18 00:00:00 -0800,liegeymullerpons.welcomekit.co,No Details,Uncategorized,Uncategorized,68
2019-01-18 00:00:00 -0800,github.com,LyonDataViz/MOS5.5-Dataviz - Google Chrome,Software Development,General,20
2019-01-18 00:00:00 -0800,web.archive.org,Interactive Data Visualization for the Web - Google Chrome,Reference & Learning,Search,13
2019-01-18 00:00:00 -0800,web.archive.org,Learn javascript in Y Minutes - Google Chrome,Reference & Learning,Search,6
2019-01-18 00:00:00 -0800,mail.univ-lyon1.fr,No Details,Uncategorized,Uncategorized,5
2019-01-18 00:00:00 -0800,web.archive.org,404 Not Found - Google Chrome,Reference & Learning,Search,3
2019-01-18 00:00:00 -0800,cas.univ-lyon1.fr,No Details,Uncategorized,Uncategorized,2
2019-01-18 00:00:00 -0800,web.archive.org,Sans titre - Google Chrome,Reference & Learning,Search,2
2019-01-18 00:00:00 -0800,facebook.com,Liegey Muller Pons recrute un(e) [Stage] Junior data scientist - NLP à - Google Chrome,Social Networking,General,2
2019-01-18 00:00:00 -0800,newtab,Nouvel onglet - Google Chrome,Utilities,Browsers,2
2019-01-18 00:00:00 -0800,messagerie.ec-lyon.fr,No Details,Uncategorized,Uncategorized,2
2019-01-18 00:00:00 -0800,system idle process,No Details,Utilities,Other,1
2019-01-18 01:00:00 -0800,league of legends,League of Legends (TM) Client,Entertainment,Games,1930
2019-01-18 01:00:00 -0800,facebook.com,Facebook - Google Chrome,Social Networking,General,261
2019-01-18 01:00:00 -0800,linkedin.com,Netflix - Google Chrome,Social Networking,Professional Networking,221
2019-01-18 01:00:00 -0800,web.archive.org,Interactive Data Visualization for the Web - Google Chrome,Reference & Learning,Search,158
2019-01-18 01:00:00 -0800,leagueclientux,No Details,Entertainment,Games,141
2019-01-18 01:00:00 -0800,9gag.com,No Details,Entertainment,Comedy,110
2019-01-18 01:00:00 -0800,jobteaser.com,No Details,Business,General,43
2019-01-18 01:00:00 -0800,bnpparibasgt.taleo.net,No Details,Reference & Learning,Employment,42
2019-01-18 01:00:00 -0800,rt.com,‘Traditional masculinity toxic?’ New universe of subtle corruption emerges – Slavoj Zizek — RT Op-ed - Google Chrome,News & Opinion,General,34
2019-01-18 01:00:00 -0800,liegeymullerpons.welcomekit.co,No Details,Uncategorized,Uncategorized,27
2019-01-18 01:00:00 -0800,rescuetime.com,RescueTime - Your Daily dashboard - Google Chrome,Business,Intelligence,17
2019-01-18 01:00:00 -0800,learnxinyminutes.com,No Details,Reference & Learning,Engineering & Technology,16
2019-01-18 01:00:00 -0800,centrale-lyon.slack.com,No Details,Communication & Scheduling,Instant Message,14
2019-01-18 01:00:00 -0800,web.archive.org,No Details,Reference & Learning,Search,12
2019-01-18 01:00:00 -0800,newtab,Nouvel onglet - Google Chrome,Utilities,Browsers,11
2019-01-18 01:00:00 -0800,dealabs.com,No Details,Shopping,General,8
2019-01-18 01:00:00 -0800,explorer,Emploi,Utilities,General,8
2019-01-18 01:00:00 -0800,explorer,No Details,Utilities,General,8
2019-01-18 01:00:00 -0800,netflix.com,Netflix - Google Chrome,Entertainment,Video,6
2019-01-18 01:00:00 -0800,linkedin.com,Emplois | LinkedIn - Google Chrome,Social Networking,Professional Networking,6
2019-01-18 01:00:00 -0800,linkedin.com,LinkedIn - Google Chrome,Social Networking,Professional Networking,6
2019-01-18 01:00:00 -0800,messagerie.ec-lyon.fr,No Details,Uncategorized,Uncategorized,5
2019-01-18 01:00:00 -0800,netflix.com,"Espace perso - Offres, événements, actualités - Google Chrome",Entertainment,Video,5
2019-01-18 01:00:00 -0800,rescuetime,RescueTime,Business,Intelligence,3
2019-01-18 01:00:00 -0800,system idle process,No Details,Utilities,Other,3
2019-01-18 01:00:00 -0800,facebook.com,https://l.facebook.com/l.php?u=https://www.rt.com/op-ed/448682-traditional-masculinity-toxic-universe/?fbclid=IwAR39A2gUpUlByMGXspcCL12KhcsatoRWp1F8H0qhsg6IHtM4F1pyts7S6yk&h=AT0Obu3_brc5Biue43XhJUxWWy2E1gOy5oTPtv8eeKA77bX-JqNrxoo1uODmHQZSRvdkoDAnKjHF9QmAX,Social Networking,General,3
2019-01-18 01:00:00 -0800,applicationframehost,No Details,Utilities,General,3
2019-01-18 01:00:00 -0800,rescuetime.com,No Details,Business,Intelligence,1
2019-01-18 02:00:00 -0800,github.com,LyonDataViz/MOS5.5-Dataviz - Google Chrome,Software Development,General,173
2019-01-18 02:00:00 -0800,web.archive.org,Interactive Data Visualization for the Web - Google Chrome,Reference & Learning,Search,96
2019-01-18 02:00:00 -0800,rescuetime.com,RescueTime - Your Daily dashboard - Google Chrome,Business,Intelligence,29
2019-01-18 02:00:00 -0800,microsoft.photos,No Details,Entertainment,Photos,18
2019-01-18 02:00:00 -0800,web.archive.org,No Details,Reference & Learning,Search,13
2019-01-18 02:00:00 -0800,searchui,No Details,Utilities,General,11
2019-01-18 02:00:00 -0800,explorer,Emploi,Utilities,General,9
2019-01-18 02:00:00 -0800,rescuetime.com,Sans titre - Google Chrome,Business,Intelligence,2
2019-01-18 02:00:00 -0800,explorer,No Details,Utilities,General,1
2019-01-18 02:00:00 -0800,applicationframehost,No Details,Utilities,General,1
2019-01-18 02:00:00 -0800,learnxinyminutes.com,No Details,Reference & Learning,Engineering & Technology,1
2019-01-18 12:00:00 -0800,9gag.com,No Details,Entertainment,Comedy,352
2019-01-18 12:00:00 -0800,facebook.com,Facebook - Google Chrome,Social Networking,General,193
2019-01-18 12:00:00 -0800,docs.google.com/#spreadsheets,[MOS-5.5-2018-2019]-Dataviz - Google Sheets - Google Chrome,Business,General,53
2019-01-18 12:00:00 -0800,docs.google.com/#document,Proposition de Sujet - AddictioNET - Google Docs - Google Chrome,Design & Composition,Writing,38
2019-01-18 12:00:00 -0800,messagerie.ec-lyon.fr,No Details,Uncategorized,Uncategorized,37
2019-01-18 12:00:00 -0800,mail.google.com,"Safran, AXA : postuler maintenant - zikomoust@gmail.com - Gmail - Google Chrome",Communication & Scheduling,Email,30
2019-01-18 12:00:00 -0800,newtab,Nouvel onglet - Google Chrome,Utilities,Browsers,28
2019-01-18 12:00:00 -0800,lockapp,No Details,Utilities,Other,27
2019-01-18 12:00:00 -0800,chrome,No Details,Utilities,Browsers,19
2019-01-18 12:00:00 -0800,syntpenh,No Details,Utilities,General,15
2019-01-18 12:00:00 -0800,system idle process,No Details,Utilities,Other,7
2019-01-18 12:00:00 -0800,linkedin.com,LinkedIn - Google Chrome,Social Networking,Professional Networking,6
2019-01-18 12:00:00 -0800,explorer,No Details,Utilities,General,6
2019-01-18 12:00:00 -0800,mail.google.com,Boîte de réception - zikomoust@gmail.com - Gmail - Google Chrome,Communication & Scheduling,Email,6
2019-01-18 12:00:00 -0800,explorer,Program Manager,Utilities,General,5
2019-01-18 12:00:00 -0800,mail.google.com,Gmail - Google Chrome,Communication & Scheduling,Email,5
2019-01-18 12:00:00 -0800,mail.google.com,Nouvel onglet - Google Chrome,Communication & Scheduling,Email,4
2019-01-18 12:00:00 -0800,linkedin.com,Notifications | LinkedIn - Google Chrome,Social Networking,Professional Networking,4
2019-01-18 12:00:00 -0800,linkedin.com,(2) LinkedIn - Google Chrome,Social Networking,Professional Networking,3
2019-01-18 12:00:00 -0800,github.com,Sans titre - Google Chrome,Software Development,General,2
2019-01-18 12:00:00 -0800,docs.google.com/#document,[MOS-5.5-2018-2019]-Dataviz - Google Sheets - Google Chrome,Design & Composition,Writing,2
2019-01-18 12:00:00 -0800,newtab,"Like, do I even exist for them - 9GAG - Google Chrome",Utilities,Browsers,1
2019-01-18 12:00:00 -0800,glassdoor.fr,No Details,Uncategorized,Uncategorized,1
2019-01-18 13:00:00 -0800,web.archive.org,Interactive Data Visualization for the Web - Google Chrome,Reference & Learning,Search,669
2019-01-18 13:00:00 -0800,9gag.com,No Details,Entertainment,Comedy,509
2019-01-18 13:00:00 -0800,fr.wikipedia.org,Sociologie — Wikipédia - Google Chrome,Reference & Learning,Search,386
2019-01-18 13:00:00 -0800,fr.wikipedia.org,Sorcières de Salem — Wikipédia - Google Chrome,Reference & Learning,Search,307
2019-01-18 13:00:00 -0800,newtab,Nouvel onglet - Google Chrome,Utilities,Browsers,282
2019-01-18 13:00:00 -0800,facebook.com,Facebook - Google Chrome,Social Networking,General,221
2019-01-18 13:00:00 -0800,fr.wikipedia.org,Ergotisme — Wikipédia - Google Chrome,Reference & Learning,Search,163
2019-01-18 13:00:00 -0800,github.com,LyonDataViz/MOS5.5-Dataviz - Google Chrome,Software Development,General,158
2019-01-18 13:00:00 -0800,fr.wikipedia.org,Ergot du seigle — Wikipédia - Google Chrome,Reference & Learning,Search,137
2019-01-18 13:00:00 -0800,fr.wikipedia.org,Grande Peur — Wikipédia - Google Chrome,Reference & Learning,Search,121
2019-01-18 13:00:00 -0800,docs.google.com/#document,Proposition de Sujet - AddictioNET - Google Docs - Google Chrome,Design & Composition,Writing,102
2019-01-18 13:00:00 -0800,pedagogie.ec-lyon.fr,No Details,Uncategorized,Uncategorized,89
2019-01-18 13:00:00 -0800,learnxinyminutes.com,No Details,Reference & Learning,Engineering & Technology,88
2019-01-18 13:00:00 -0800,developers.google.com,Edit the DOM  |  Tools for Web Developers  |  Google Developers - Google Chrome,Software Development,General,41
2019-01-18 13:00:00 -0800,docs.google.com/#spreadsheets,[MOS-5.5-2018-2019]-Dataviz - Google Sheets - Google Chrome,Business,General,24
2019-01-18 13:00:00 -0800,rescuetime.com,RescueTime - All Activities - Google Chrome,Business,Intelligence,24
2019-01-18 13:00:00 -0800,shellexperiencehost,No Details,Utilities,General,23
2019-01-18 13:00:00 -0800,google.com,ergot - Recherche Google - Google Chrome,Reference & Learning,Search,23
2019-01-18 13:00:00 -0800,rescuetime.com,RescueTime - Your Daily dashboard - Google Chrome,Business,Intelligence,20
2019-01-18 13:00:00 -0800,web.archive.org,Wayback Machine - Google Chrome,Reference & Learning,Search,18
2019-01-18 13:00:00 -0800,newtab,No Details,Utilities,Browsers,14
2019-01-18 13:00:00 -0800,fr.wikipedia.org,Ergot — Wikipédia - Google Chrome,Reference & Learning,Search,12
2019-01-18 13:00:00 -0800,translate.google.fr,No Details,Business,Intelligence,12
2019-01-18 13:00:00 -0800,web.archive.org,Bad Request - Google Chrome,Reference & Learning,Search,11
2019-01-18 13:00:00 -0800,newtab,ergot - Recherche Google - Google Chrome,Utilities,Browsers,11
2019-01-18 13:00:00 -0800,google.com,quantified self - Recherche Google - Google Chrome,Reference & Learning,Search,9
2019-01-18 13:00:00 -0800,explorer,No Details,Utilities,General,8
2019-01-18 13:00:00 -0800,newtab,Sans titre - Google Chrome,Utilities,Browsers,7
2019-01-18 13:00:00 -0800,messagerie.ec-lyon.fr,No Details,Uncategorized,Uncategorized,7
2019-01-18 13:00:00 -0800,mail.univ-lyon1.fr,No Details,Uncategorized,Uncategorized,7
2019-01-18 13:00:00 -0800,secure-access.ec-lyon.fr,No Details,Uncategorized,Uncategorized,6
2019-01-18 13:00:00 -0800,web.archive.org,https://web.archive.org/web/20160303192431/http://chimera.labs.oreilly.com:80/books/1230000000345/ch02.html - Google Chrome,Reference & Learning,Search,6
2019-01-18 13:00:00 -0800,github.com,[MOS-5.5-2018-2019]-Dataviz - Google Sheets - Google Chrome,Software Development,General,6
2019-01-18 13:00:00 -0800,developers.google.com,Learn javascript in Y Minutes - Google Chrome,Software Development,General,5
2019-01-18 13:00:00 -0800,facebook.com,https://www.facebook.com - Google Chrome,Social Networking,General,4
2019-01-18 13:00:00 -0800,google.com,sociologie - Recherche Google - Google Chrome,Reference & Learning,Search,4
2019-01-18 13:00:00 -0800,cas.univ-lyon1.fr,No Details,Uncategorized,Uncategorized,4
2019-01-18 13:00:00 -0800,web.archive.org,ggplot2 - Google Chrome,Reference & Learning,Search,3
2019-01-18 13:00:00 -0800,developers.google.com,[MOS-5.5-2018-2019]-Dataviz - Google Sheets - Google Chrome,Software Development,General,3
2019-01-18 13:00:00 -0800,rescuetime,RescueTime,Business,Intelligence,3
2019-01-18 13:00:00 -0800,docs.google.com/#spreadsheets,ergot - Recherche Google - Google Chrome,Business,General,3
2019-01-18 13:00:00 -0800,google.com,casa - Recherche Google - Google Chrome,Reference & Learning,Search,3
2019-01-18 13:00:00 -0800,docs.google.com/#document,Interactive Data Visualization for the Web - Google Chrome,Design & Composition,Writing,2
2019-01-18 13:00:00 -0800,linkedin.com,Nouvel onglet - Google Chrome,Social Networking,Professional Networking,2
2019-01-18 13:00:00 -0800,docs.google.com/#spreadsheets,Ergot — Wikipédia - Google Chrome,Business,General,2
2019-01-18 13:00:00 -0800,google.com,[MOS-5.5-2018-2019]-Dataviz - Google Sheets - Google Chrome,Reference & Learning,Search,2
2019-01-18 13:00:00 -0800,msftconnecttest.com,No Details,Utilities,Internet Utilities,2
2019-01-18 13:00:00 -0800,web.archive.org,[MOS-5.5-2018-2019]-Dataviz - Google Sheets - Google Chrome,Reference & Learning,Search,2
2019-01-18 13:00:00 -0800,docs.google.com/#spreadsheets,LyonDataViz/MOS5.5-Dataviz - Google Chrome,Business,General,2
2019-01-18 13:00:00 -0800,github.com,Edit the DOM  |  Tools for Web Developers  |  Google Developers - Google Chrome,Software Development,General,2
2019-01-18 13:00:00 -0800,linkedin.com,www.linkedin.com - Google Chrome,Social Networking,Professional Networking,2
2019-01-18 13:00:00 -0800,developers.google.com,Sans titre - Google Chrome,Software Development,General,1
2019-01-18 13:00:00 -0800,developers.google.com,LyonDataViz/MOS5.5-Dataviz - Google Chrome,Software Development,General,1
2019-01-18 13:00:00 -0800,docs.google.com/#spreadsheets,Ergot du seigle — Wikipédia - Google Chrome,Business,General,1
2019-01-18 13:00:00 -0800,newtab,[MOS-5.5-2018-2019]-Dataviz - Google Sheets - Google Chrome,Utilities,Browsers,1
2019-01-18 13:00:00 -0800,web.archive.org,Sans titre - Google Chrome,Reference & Learning,Search,1
2019-01-18 14:00:00 -0800,skymind.ai,No Details,Uncategorized,Uncategorized,1451
2019-01-18 14:00:00 -0800,fr.wikipedia.org,Sociologie — Wikipédia - Google Chrome,Reference & Learning,Search,346
2019-01-18 14:00:00 -0800,9gag.com,No Details,Entertainment,Comedy,342
2019-01-18 14:00:00 -0800,newtab,Nouvel onglet - Google Chrome,Utilities,Browsers,248
2019-01-18 14:00:00 -0800,lockapp,No Details,Utilities,Other,139
2019-01-18 14:00:00 -0800,theverge.com,How three French students used borrowed code to put the first AI portrait in Christie’s - The Verge - Google Chrome,News & Opinion,Science & Technology,135
2019-01-18 14:00:00 -0800,fr.wikipedia.org,Analyse des réseaux sociaux — Wikipédia - Google Chrome,Reference & Learning,Search,117
2019-01-18 14:00:00 -0800,amazon.fr,Amazon.fr : ecouteurs : High-Tech - Google Chrome,Shopping,General,91
2019-01-18 14:00:00 -0800,dealabs.com,No Details,Shopping,General,74
2019-01-18 14:00:00 -0800,amazon.fr,Amazon.fr : ecouteurs - Soldes et Bons plans High-Tech : High-Tech - Google Chrome,Shopping,General,49
2019-01-18 14:00:00 -0800,nytimes.com,How A.I. Is Creating Building Blocks to Reshape Music and Art - The New York Times - Google Chrome,News & Opinion,General,45
2019-01-18 14:00:00 -0800,messagerie.ec-lyon.fr,No Details,Uncategorized,Uncategorized,41
2019-01-18 14:00:00 -0800,system idle process,No Details,Utilities,Other,31
2019-01-18 14:00:00 -0800,google.com,editorial - Recherche Google - Google Chrome,Reference & Learning,Search,29
2019-01-18 14:00:00 -0800,cs231n.stanford.edu,No Details,Reference & Learning,General,24
2019-01-18 14:00:00 -0800,amazon.fr,Amazon.fr : Soldes et Bons plans High-Tech : High-Tech - Google Chrome,Shopping,General,18
2019-01-18 14:00:00 -0800,google.com,treemap - Recherche Google - Google Chrome,Reference & Learning,Search,15
2019-01-18 14:00:00 -0800,amazon.fr,"Amazon.fr : livres, DVD, jeux vidéo, musique, high-tech, informatique, jouets, vêtements, chaussures, sport, bricolage, maison, beauté, puériculture, épicerie et plus encore ! - Google Chrome",Shopping,General,15
2019-01-18 14:00:00 -0800,mail.google.com,Boîte de réception - zikomoust@gmail.com - Gmail - Google Chrome,Communication & Scheduling,Email,15
2019-01-18 14:00:00 -0800,amazon.fr,Soldes d'hiver 2019 | Amazon.fr - Google Chrome,Shopping,General,13
2019-01-18 14:00:00 -0800,google.com,rivaldo - Recherche Google - Google Chrome,Reference & Learning,Search,13
2019-01-18 14:00:00 -0800,fr.wikipedia.org,Psychologie sociale — Wikipédia - Google Chrome,Reference & Learning,Search,13
2019-01-18 14:00:00 -0800,fr.wikipedia.org,Sociométrie — Wikipédia - Google Chrome,Reference & Learning,Search,12
2019-01-18 14:00:00 -0800,arxiv.org,[1610.01945] Connecting Generative Adversarial Networks and Actor-Critic Methods - Google Chrome,Reference & Learning,Search,11
2019-01-18 14:00:00 -0800,mail.google.com,Gmail - Google Chrome,Communication & Scheduling,Email,10
2019-01-18 14:00:00 -0800,google.com,groenland - Recherche Google - Google Chrome,Reference & Learning,Search,10
2019-01-18 14:00:00 -0800,fr.wikipedia.org,Sens commun — Wikipédia - Google Chrome,Reference & Learning,Search,9
2019-01-18 14:00:00 -0800,google.com,genealogie - Recherche Google - Google Chrome,Reference & Learning,Search,7
2019-01-18 14:00:00 -0800,fr.wikipedia.org,No Details,Reference & Learning,Search,6
2019-01-18 14:00:00 -0800,google.com,generative adversarial networks cs stanford - Recherche Google - Google Chrome,Reference & Learning,Search,6
2019-01-18 14:00:00 -0800,fr.wikipedia.org,Généalogie — Wikipédia - Google Chrome,Reference & Learning,Search,6
2019-01-18 14:00:00 -0800,google.com,Nsynth - Recherche Google - Google Chrome,Reference & Learning,Search,6
2019-01-18 14:00:00 -0800,pedagogie.ec-lyon.fr,No Details,Uncategorized,Uncategorized,4
2019-01-18 14:00:00 -0800,google.com,cs231n.stanford.edu/slides/2017/cs231n_2017_lecture13.pdf - Google Chrome,Reference & Learning,Search,3
2019-01-18 14:00:00 -0800,pcgames-download.com,No Details,Entertainment,Games,3
2019-01-18 14:00:00 -0800,google.com,quantified self - Recherche Google - Google Chrome,Reference & Learning,Search,1
2019-01-18 14:00:00 -0800,github.com,LyonDataViz/MOS5.5-Dataviz - Google Chrome,Software Development,General,1
2019-01-18 14:00:00 -0800,google.com,Boîte de réception (455) - zikomoust@gmail.com - Gmail - Google Chrome,Reference & Learning,Search,1
2019-01-18 15:00:00 -0800,optioncarriere.com,No Details,Uncategorized,Uncategorized,332
2019-01-18 15:00:00 -0800,arxiv.org,1406.2661.pdf - Google Chrome,Reference & Learning,Search,287
2019-01-18 15:00:00 -0800,amazon.fr,Amazon.fr : ecouteurs : High-Tech - Google Chrome,Shopping,General,255
2019-01-18 15:00:00 -0800,facebook.com,La conciergerie - Google Chrome,Social Networking,General,231
2019-01-18 15:00:00 -0800,facebook.com,Facebook - Google Chrome,Social Networking,General,177
2019-01-18 15:00:00 -0800,blockbuilder.org,No Details,Software Development,General,167
2019-01-18 15:00:00 -0800,lockapp,No Details,Utilities,Other,136
2019-01-18 15:00:00 -0800,amazon.fr,KLIM Fusion Écouteurs Haute Qualité Audio: Amazon.fr: High-tech - Google Chrome,Shopping,General,116
2019-01-18 15:00:00 -0800,linkedin.com,Offres d’emploi stage machine learning | LinkedIn - Google Chrome,Social Networking,Professional Networking,112
2019-01-18 15:00:00 -0800,github.com,LyonDataViz/MOS5.5-Dataviz - Google Chrome,Software Development,General,111
2019-01-18 15:00:00 -0800,amazon.fr,Samsung EO-EG920BW Kit piéton stéréo pour Samsung Galaxy S6 Blanc: Amazon.fr: High-tech - Google Chrome,Shopping,General,83
2019-01-18 15:00:00 -0800,amazon.fr,Bestfy Ecouteurs Intra-auriculaire: Amazon.fr: High-tech - Google Chrome,Shopping,General,61
